id,feature_ids,spec,layer,fixture,actor,commands,steps,expected,status,owner,evidence,environment,expected_events,coverage
QA-PL-02,PL-02,product/P04-PLANNING-ROUTING-AND-TEAM-RELEASE.md,domain_integration,"FIXTURES.md; A/B, D1–D5/DQ, T1, S/N/F1/F2, SL1/SL2 as named","Authorized actor for GeneratePlan; identity/tenant from fixture, with negative actor when specified",GeneratePlan,Set up named fixture; execute GeneratePlan under the condition in expected outcome; query affected records and compare committed events.,Request proposal for five deliveries: response is202 with operation ID; completed query identifies planned and uncovered IDs explicitly.,Written requirement; implementation test not executed,QA + P04,Not executed; attach run ID and observed assertions during implementation,Isolated test database/API or named device harness,,Behavior case written; event assertions not yet specified in this legacy case
QA-PL-03,PL-03,product/P04-PLANNING-ROUTING-AND-TEAM-RELEASE.md,domain_integration,"FIXTURES.md; A/B, D1–D5/DQ, T1, S/N/F1/F2, SL1/SL2 as named","Authorized actor for SaveRound,SaveStopPlanningFields,PreviewPlanMove,ApplyPlanProposal; identity/tenant from fixture, with negative actor when specified","SaveRound,SaveStopPlanningFields,PreviewPlanMove,ApplyPlanProposal","Set up named fixture; execute SaveRound,SaveStopPlanningFields,PreviewPlanMove,ApplyPlanProposal under the condition in expected outcome; query affected records and compare committed events.","Change R1 pickup/driver/time through a current proposal: returned plan shows selected site/driver/vehicle and revised departure, with one revision increment.",Written requirement; implementation test not executed,QA + P04,Not executed; attach run ID and observed assertions during implementation,Isolated test database/API or named device harness,,Behavior case written; event assertions not yet specified in this legacy case
QA-PL-04,PL-04,product/P04-PLANNING-ROUTING-AND-TEAM-RELEASE.md,domain_integration,"FIXTURES.md; A/B, D1–D5/DQ, T1, S/N/F1/F2, SL1/SL2 as named","Authorized actor for PreviewPlanMove,ApplyPlanProposal; identity/tenant from fixture, with negative actor when specified","PreviewPlanMove,ApplyPlanProposal","Set up named fixture; execute PreviewPlanMove,ApplyPlanProposal under the condition in expected outcome; query affected records and compare committed events.",Move R1 from S to N and one stop back to Unplanned: no duplicate active dropoff remains; old lane no longer owns moved scope.,Written requirement; implementation test not executed,QA + P04,Not executed; attach run ID and observed assertions during implementation,Isolated test database/API or named device harness,,Behavior case written; event assertions not yet specified in this legacy case
QA-PL-05,PL-05,product/P04-PLANNING-ROUTING-AND-TEAM-RELEASE.md,visual_interaction,"FIXTURES.md; A/B, D1–D5/DQ, T1, S/N/F1/F2, SL1/SL2 as named","Authorized actor for UI; identity/tenant from fixture, with negative actor when specified",UI,Set up named fixture; execute UI under the condition in expected outcome; query affected records and compare committed events.,"Zoom timeline and fit R1 at tablet width: shift boundary, stop details and return/reload gap remain visible and selected route stays selected.",Written requirement; implementation test not executed,QA + P04,Not executed; attach run ID and observed assertions during implementation,UI prototype,,Behavior case written; event assertions not yet specified in this legacy case
QA-PL-06,PL-06,product/P04-PLANNING-ROUTING-AND-TEAM-RELEASE.md,domain_integration,"FIXTURES.md; A/B, D1–D5/DQ, T1, S/N/F1/F2, SL1/SL2 as named","Authorized actor for ApplyPlanProposal; identity/tenant from fixture, with negative actor when specified",ApplyPlanProposal,Set up named fixture; execute ApplyPlanProposal under the condition in expected outcome; query affected records and compare committed events.,"Bike max_stops 3 receives proposed fourth stop or prohibited cargo: PHYSICAL_INCOMPATIBILITY, no partial plan change.",Written requirement; implementation test not executed,QA + P04,Not executed; attach run ID and observed assertions during implementation,Isolated test database/API or named device harness,,Behavior case written; event assertions not yet specified in this legacy case
QA-PL-07,PL-07,product/P04-PLANNING-ROUTING-AND-TEAM-RELEASE.md,domain_integration,"FIXTURES.md; A/B, D1–D5/DQ, T1, S/N/F1/F2, SL1/SL2 as named","Authorized actor for GeneratePlan; identity/tenant from fixture, with negative actor when specified",GeneratePlan,Set up named fixture; execute GeneratePlan under the condition in expected outcome; query affected records and compare committed events.,Travel back20min plus reload10min after last stop10:00 yields free_after10:30; next Round cannot be planned at 10:05.,Written requirement; implementation test not executed,QA + P04,Not executed; attach run ID and observed assertions during implementation,Isolated test database/API or named device harness,,Behavior case written; event assertions not yet specified in this legacy case
QA-PL-08,PL-08,product/P04-PLANNING-ROUTING-AND-TEAM-RELEASE.md,domain_integration,"FIXTURES.md; A/B, D1–D5/DQ, T1, S/N/F1/F2, SL1/SL2 as named","Authorized actor for PreviewPlanMove; identity/tenant from fixture, with negative actor when specified",PreviewPlanMove,Set up named fixture; execute PreviewPlanMove under the condition in expected outcome; query affected records and compare committed events.,Two route proposals return different distance/duration with provider/time: only the explicitly selected proposal can be applied.,Written requirement; implementation test not executed,QA + P04,Not executed; attach run ID and observed assertions during implementation,Isolated test database/API or named device harness,,Behavior case written; event assertions not yet specified in this legacy case
QA-PL-09,PL-09,product/P04-PLANNING-ROUTING-AND-TEAM-RELEASE.md,domain_integration,"FIXTURES.md; A/B, D1–D5/DQ, T1, S/N/F1/F2, SL1/SL2 as named","Authorized actor for PreviewPlanMove; identity/tenant from fixture, with negative actor when specified",PreviewPlanMove,Set up named fixture; execute PreviewPlanMove under the condition in expected outcome; query affected records and compare committed events.,"Move adds12min lateness: preview names affected delivery IDs, driver load and old/new free_after, not only a generic warning.",Written requirement; implementation test not executed,QA + P04,Not executed; attach run ID and observed assertions during implementation,Isolated test database/API or named device harness,,Behavior case written; event assertions not yet specified in this legacy case
QA-PL-10,PL-10,product/P04-PLANNING-ROUTING-AND-TEAM-RELEASE.md,domain_integration,"FIXTURES.md; A/B, D1–D5/DQ, T1, S/N/F1/F2, SL1/SL2 as named","Authorized actor for ApplyPlanProposal; identity/tenant from fixture, with negative actor when specified",ApplyPlanProposal,Set up named fixture; execute ApplyPlanProposal under the condition in expected outcome; query affected records and compare committed events.,Input hash/version changes after preview: STALE_VERSION; stored plan remains unchanged until recheck.,Written requirement; implementation test not executed,QA + P04,Not executed; attach run ID and observed assertions during implementation,Isolated test database/API or named device harness,,Behavior case written; event assertions not yet specified in this legacy case
QA-PL-11,PL-11,product/P04-PLANNING-ROUTING-AND-TEAM-RELEASE.md,domain_integration,"FIXTURES.md; A/B, D1–D5/DQ, T1, S/N/F1/F2, SL1/SL2 as named","Authorized actor for ApplyPlanProposal; identity/tenant from fixture, with negative actor when specified",ApplyPlanProposal,Set up named fixture; execute ApplyPlanProposal under the condition in expected outcome; query affected records and compare committed events.,Timing warn policy permits authorized reasoned override; physical cargo violation still rejects under the same policy.,Written requirement; implementation test not executed,QA + P04,Not executed; attach run ID and observed assertions during implementation,Isolated test database/API or named device harness,,Behavior case written; event assertions not yet specified in this legacy case
QA-PL-12,PL-12,product/P04-PLANNING-ROUTING-AND-TEAM-RELEASE.md,domain_integration,"FIXTURES.md; A/B, D1–D5/DQ, T1, S/N/F1/F2, SL1/SL2 as named","Authorized actor for StagePlan,ReleasePlan; identity/tenant from fixture, with negative actor when specified","StagePlan,ReleasePlan","Set up named fixture; execute StagePlan,ReleasePlan under the condition in expected outcome; query affected records and compare committed events.",Stage complete inbound routes before arrival: driver sees Awaiting inbound goods; ReleasePlan rejects INBOUND_NOT_RECEIVED until required receipt.,Written requirement; implementation test not executed,QA + P04,Not executed; attach run ID and observed assertions during implementation,Isolated test database/API or named device harness,,Behavior case written; event assertions not yet specified in this legacy case
QA-PL-13,PL-13,product/P04-PLANNING-ROUTING-AND-TEAM-RELEASE.md,domain_integration,"FIXTURES.md; A/B, D1–D5/DQ, T1, S/N/F1/F2, SL1/SL2 as named","Authorized actor for ReleasePlan; identity/tenant from fixture, with negative actor when specified",ReleasePlan,Set up named fixture; execute ReleasePlan under the condition in expected outcome; query affected records and compare committed events.,"Release only ready R2 while R1 awaits one parcel: R2 assigned, R1 remains staged, existing active R3 unchanged.",Written requirement; implementation test not executed,QA + P04,Not executed; attach run ID and observed assertions during implementation,Isolated test database/API or named device harness,,Behavior case written; event assertions not yet specified in this legacy case
QA-PL-14,PL-14,product/P04-PLANNING-ROUTING-AND-TEAM-RELEASE.md,domain_integration,"FIXTURES.md; A/B, D1–D5/DQ, T1, S/N/F1/F2, SL1/SL2 as named","Authorized actor for SaveShiftTemplate,SetShiftOccurrence; identity/tenant from fixture, with negative actor when specified","SaveShiftTemplate,SetShiftOccurrence","Set up named fixture; execute SaveShiftTemplate,SetShiftOccurrence under the condition in expected outcome; query affected records and compare committed events.",Override one overnight shift ending next day: materialized UTC end is after start and adjacent service dates do not duplicate the template occurrence.,Written requirement; implementation test not executed,QA + P04,Not executed; attach run ID and observed assertions during implementation,Isolated test database/API or named device harness,,Behavior case written; event assertions not yet specified in this legacy case
QA-FL-01,FL-01,product/P06-DRIVER-IDENTITY-FLEET-AND-WORK-MODES.md,domain_integration,"FIXTURES.md; A/B, D1–D5/DQ, T1, S/N/F1/F2, SL1/SL2 as named","Authorized actor for GetDrivers; identity/tenant from fixture, with negative actor when specified",GetDrivers,Set up named fixture; execute GetDrivers under the condition in expected outcome; query affected records and compare committed events.,"City fleet search for S returns only permitted relationships, with current and next Round IDs for selected date.",Written requirement; implementation test not executed,QA + P06,Not executed; attach run ID and observed assertions during implementation,Isolated test database/API or named device harness,,Behavior case written; event assertions not yet specified in this legacy case
QA-FL-02,FL-02,product/P06-DRIVER-IDENTITY-FLEET-AND-WORK-MODES.md,domain_integration,"FIXTURES.md; A/B, D1–D5/DQ, T1, S/N/F1/F2, SL1/SL2 as named","Authorized actor for SaveDriverRelationship,SetShiftOccurrence; identity/tenant from fixture, with negative actor when specified","SaveDriverRelationship,SetShiftOccurrence","Set up named fixture; execute SaveDriverRelationship,SetShiftOccurrence under the condition in expected outcome; query affected records and compare committed events.",End then re-invite the same team relationship: reactivate original identity with a new invitation/event; no unique violation or erased history.,Written requirement; implementation test not executed,QA + P06,Not executed; attach run ID and observed assertions during implementation,Isolated test database/API or named device harness,,Behavior case written; event assertions not yet specified in this legacy case
QA-FL-03,FL-03,product/P06-DRIVER-IDENTITY-FLEET-AND-WORK-MODES.md,domain_integration,"FIXTURES.md; A/B, D1–D5/DQ, T1, S/N/F1/F2, SL1/SL2 as named","Authorized actor for SetShiftAvailability; identity/tenant from fixture, with negative actor when specified",SetShiftAvailability,Set up named fixture; execute SetShiftAvailability under the condition in expected outcome; query affected records and compare committed events.,Put S on_break: S is unavailable for new commitments; accepted work/custody remains visible and affected planning inputs become stale.,Written requirement; implementation test not executed,QA + P06,Not executed; attach run ID and observed assertions during implementation,Isolated test database/API or named device harness,,Behavior case written; event assertions not yet specified in this legacy case
QA-FL-04,FL-04,product/P06-DRIVER-IDENTITY-FLEET-AND-WORK-MODES.md,domain_integration,"FIXTURES.md; A/B, D1–D5/DQ, T1, S/N/F1/F2, SL1/SL2 as named","Authorized actor for SaveVehicle,BindShiftVehicle; identity/tenant from fixture, with negative actor when specified","SaveVehicle,BindShiftVehicle","Set up named fixture; execute SaveVehicle,BindShiftVehicle under the condition in expected outcome; query affected records and compare committed events.",Bind same van to overlapping shifts S and N: VEHICLE_CONFLICT; non-overlapping shifts may share it.,Written requirement; implementation test not executed,QA + P06,Not executed; attach run ID and observed assertions during implementation,Isolated test database/API or named device harness,,Behavior case written; event assertions not yet specified in this legacy case
QA-FL-05,FL-05,product/P04-PLANNING-ROUTING-AND-TEAM-RELEASE.md,domain_integration,"FIXTURES.md; A/B, D1–D5/DQ, T1, S/N/F1/F2, SL1/SL2 as named","Authorized actor for SaveVehicleProfile; identity/tenant from fixture, with negative actor when specified",SaveVehicleProfile,Set up named fixture; execute SaveVehicleProfile under the condition in expected outcome; query affected records and compare committed events.,Change bike profile max_stops 3 and cargo limit5: future plan validates against both; existing released capacity snapshot remains unchanged.,Written requirement; implementation test not executed,QA + P04,Not executed; attach run ID and observed assertions during implementation,Isolated test database/API or named device harness,,Behavior case written; event assertions not yet specified in this legacy case
QA-FL-06,FL-06,product/P04-PLANNING-ROUTING-AND-TEAM-RELEASE.md,domain_integration,"FIXTURES.md; A/B, D1–D5/DQ, T1, S/N/F1/F2, SL1/SL2 as named","Authorized actor for SaveVehicleProfile; identity/tenant from fixture, with negative actor when specified",SaveVehicleProfile,Set up named fixture; execute SaveVehicleProfile under the condition in expected outcome; query affected records and compare committed events.,Configure truck type/profile: catalogue displays truck; unsupported routing returns UNSUPPORTED_PROFILE rather than falsely claiming motorcycle/truck guidance.,Written requirement; implementation test not executed,QA + P04,Not executed; attach run ID and observed assertions during implementation,Isolated test database/API or named device harness,,Behavior case written; event assertions not yet specified in this legacy case
QA-FL-07,FL-07,product/P06-DRIVER-IDENTITY-FLEET-AND-WORK-MODES.md,domain_integration,"FIXTURES.md; A/B, D1–D5/DQ, T1, S/N/F1/F2, SL1/SL2 as named","Authorized actor for SetAvailability; identity/tenant from fixture, with negative actor when specified",SetAvailability,Set up named fixture; execute SetAvailability under the condition in expected outcome; query affected records and compare committed events.,Own driver on team shift is not a freelancer broadcast recipient merely because employee identity exists; Network opt-in and eligibility are required.,Written requirement; implementation test not executed,QA + P06,Not executed; attach run ID and observed assertions during implementation,Isolated test database/API or named device harness,,Behavior case written; event assertions not yet specified in this legacy case
QA-FL-08,FL-08,product/P06-DRIVER-IDENTITY-FLEET-AND-WORK-MODES.md,domain_integration,"FIXTURES.md; A/B, D1–D5/DQ, T1, S/N/F1/F2, SL1/SL2 as named","Authorized actor for AskAvailability,SetContactPermissions; identity/tenant from fixture, with negative actor when specified","AskAvailability,SetContactPermissions","Set up named fixture; execute AskAvailability,SetContactPermissions under the condition in expected outcome; query affected records and compare committed events.",Known freelancer opts out: AskAvailability is denied; opt-in request expires on server deadline and does not create a job claim.,Written requirement; implementation test not executed,QA + P06,Not executed; attach run ID and observed assertions during implementation,Isolated test database/API or named device harness,,Behavior case written; event assertions not yet specified in this legacy case
QA-BC-01,BC-01,product/P07-FREELANCE-BROADCAST-ACCEPTANCE-AND-CHANGES.md,domain_integration,"FIXTURES.md; A/B, D1–D5/DQ, T1, S/N/F1/F2, SL1/SL2 as named","Authorized actor for StartBroadcast; identity/tenant from fixture, with negative actor when specified",StartBroadcast,Set up named fixture; execute StartBroadcast under the condition in expected outcome; query affected records and compare committed events.,Own driver is free but operator broadcasts unplanned D1: create one search Round and claim D1; concurrent team release loses CLAIM_TAKEN.,Written requirement; implementation test not executed,QA + P07,Not executed; attach run ID and observed assertions during implementation,Isolated test database/API or named device harness,,Behavior case written; event assertions not yet specified in this legacy case
QA-BC-02,BC-02,product/P07-FREELANCE-BROADCAST-ACCEPTANCE-AND-CHANGES.md,domain_integration,"FIXTURES.md; A/B, D1–D5/DQ, T1, S/N/F1/F2, SL1/SL2 as named","Authorized actor for StartBroadcast; identity/tenant from fixture, with negative actor when specified",StartBroadcast,Set up named fixture; execute StartBroadcast under the condition in expected outcome; query affected records and compare committed events.,"Single and five-stop searches expose pickup ready-by, windows, vehicle/load, scope hash and guaranteed total fare before accept.",Written requirement; implementation test not executed,QA + P07,Not executed; attach run ID and observed assertions during implementation,Isolated test database/API or named device harness,,Behavior case written; event assertions not yet specified in this legacy case
QA-BC-03,BC-03,product/P07-FREELANCE-BROADCAST-ACCEPTANCE-AND-CHANGES.md,domain_integration,"FIXTURES.md; A/B, D1–D5/DQ, T1, S/N/F1/F2, SL1/SL2 as named","Authorized actor for ExpandBroadcast; identity/tenant from fixture, with negative actor when specified",ExpandBroadcast,Set up named fixture; execute ExpandBroadcast under the condition in expected outcome; query affected records and compare committed events.,Wave radius advances from configured1000m to3000m; deadlines come from server and wrong/older wave requests do not resend expired offers.,Written requirement; implementation test not executed,QA + P07,Not executed; attach run ID and observed assertions during implementation,Isolated test database/API or named device harness,,Behavior case written; event assertions not yet specified in this legacy case
QA-BC-04,BC-04,product/P07-FREELANCE-BROADCAST-ACCEPTANCE-AND-CHANGES.md,domain_integration,"FIXTURES.md; A/B, D1–D5/DQ, T1, S/N/F1/F2, SL1/SL2 as named","Authorized actor for GetBroadcasts; identity/tenant from fixture, with negative actor when specified",GetBroadcasts,Set up named fixture; execute GetBroadcasts under the condition in expected outcome; query affected records and compare committed events.,Bangkok and Hua Hin searches run concurrently; city filter shows correct jobs and acceptance opens the matching city context.,Written requirement; implementation test not executed,QA + P07,Not executed; attach run ID and observed assertions during implementation,Isolated test database/API or named device harness,,Behavior case written; event assertions not yet specified in this legacy case
QA-BC-05,BC-05,product/P07-FREELANCE-BROADCAST-ACCEPTANCE-AND-CHANGES.md,domain_integration,"FIXTURES.md; A/B, D1–D5/DQ, T1, S/N/F1/F2, SL1/SL2 as named","Authorized actor for StopBroadcast,RestartBroadcast; identity/tenant from fixture, with negative actor when specified","StopBroadcast,RestartBroadcast","Set up named fixture; execute StopBroadcast,RestartBroadcast under the condition in expected outcome; query affected records and compare committed events.","Stop search then restart: new broadcast/offer IDs, old offers remain withdrawn, no old offer can win.",Written requirement; implementation test not executed,QA + P07,Not executed; attach run ID and observed assertions during implementation,Isolated test database/API or named device harness,,Behavior case written; event assertions not yet specified in this legacy case
QA-BC-06,BC-06,product/P07-FREELANCE-BROADCAST-ACCEPTANCE-AND-CHANGES.md,domain_integration,"FIXTURES.md; A/B, D1–D5/DQ, T1, S/N/F1/F2, SL1/SL2 as named","Authorized actor for RespondOffer; identity/tenant from fixture, with negative actor when specified",RespondOffer,Set up named fixture; execute RespondOffer under the condition in expected outcome; query affected records and compare committed events.,"F1/F2 accept same scope concurrently: exactly one agreement/claim owner/committed range; loser sees taken or CLAIM_TAKEN, never another tenant's job.",Written requirement; implementation test not executed,QA + P07,Not executed; attach run ID and observed assertions during implementation,Isolated test database/API or named device harness,,Behavior case written; event assertions not yet specified in this legacy case
QA-BC-07,BC-07,product/P07-FREELANCE-BROADCAST-ACCEPTANCE-AND-CHANGES.md,domain_integration,"FIXTURES.md; A/B, D1–D5/DQ, T1, S/N/F1/F2, SL1/SL2 as named","Authorized actor for GetNetworkSupply; identity/tenant from fixture, with negative actor when specified",GetNetworkSupply,Set up named fixture; execute GetNetworkSupply under the condition in expected outcome; query affected records and compare committed events.,"Before acceptance supply returns area/distance-band aggregates and no exact freelancer latitude, recipient address or other merchant route.",Written requirement; implementation test not executed,QA + P07,Not executed; attach run ID and observed assertions during implementation,Isolated test database/API or named device harness,,Behavior case written; event assertions not yet specified in this legacy case
QA-BC-08,BC-08,product/P09-MESSAGES-CALLS-AND-NOTIFICATIONS.md,domain_integration,"FIXTURES.md; A/B, D1–D5/DQ, T1, S/N/F1/F2, SL1/SL2 as named","Authorized actor for OpenConversation,ConfirmArrival; identity/tenant from fixture, with negative actor when specified","OpenConversation,ConfirmArrival","Set up named fixture; execute OpenConversation,ConfirmArrival under the condition in expected outcome; query affected records and compare committed events.",Accepted freelancer map selection opens its job conversation; pickup arrival is explicitly recorded and does not claim goods collected.,Written requirement; implementation test not executed,QA + P09,Not executed; attach run ID and observed assertions during implementation,Isolated test database/API or named device harness,,Behavior case written; event assertions not yet specified in this legacy case
QA-BC-09,BC-09,product/P05-EXECUTION-CUSTODY-PROOF-AND-EXCEPTIONS.md,domain_integration,"FIXTURES.md; A/B, D1–D5/DQ, T1, S/N/F1/F2, SL1/SL2 as named","Authorized actor for ConfirmPickup,CompleteDelivery; identity/tenant from fixture, with negative actor when specified","ConfirmPickup,CompleteDelivery","Set up named fixture; execute ConfirmPickup,CompleteDelivery under the condition in expected outcome; query affected records and compare committed events.",Pickup5 then handoff5: custody and evidence transitions are separate; final completion requires verified required proof.,Written requirement; implementation test not executed,QA + P05,Not executed; attach run ID and observed assertions during implementation,Isolated test database/API or named device harness,,Behavior case written; event assertions not yet specified in this legacy case
QA-BC-10,BC-10,product/P07-FREELANCE-BROADCAST-ACCEPTANCE-AND-CHANGES.md,domain_integration,"FIXTURES.md; A/B, D1–D5/DQ, T1, S/N/F1/F2, SL1/SL2 as named","Authorized actor for ProposeChange,ReceiveReturn; identity/tenant from fixture, with negative actor when specified","ProposeChange,ReceiveReturn","Set up named fixture; execute ProposeChange,ReceiveReturn under the condition in expected outcome; query affected records and compare committed events.",Freelancer accepts return scope; base arrival alone leaves return open; receiver records actual quantities before completion.,Written requirement; implementation test not executed,QA + P07,Not executed; attach run ID and observed assertions during implementation,Isolated test database/API or named device harness,,Behavior case written; event assertions not yet specified in this legacy case
QA-BC-11,BC-11,product/P07-FREELANCE-BROADCAST-ACCEPTANCE-AND-CHANGES.md,domain_integration,"FIXTURES.md; A/B, D1–D5/DQ, T1, S/N/F1/F2, SL1/SL2 as named","Authorized actor for ProposeChange; identity/tenant from fixture, with negative actor when specified",ProposeChange,Set up named fixture; execute ProposeChange under the condition in expected outcome; query affected records and compare committed events.,"mode propose exposes old/new stop scope, fare delta and deadline; original accepted revision remains current before consent.",Written requirement; implementation test not executed,QA + P07,Not executed; attach run ID and observed assertions during implementation,Isolated test database/API or named device harness,,Behavior case written; event assertions not yet specified in this legacy case
QA-BC-12,BC-12,product/P07-FREELANCE-BROADCAST-ACCEPTANCE-AND-CHANGES.md,domain_integration,"FIXTURES.md; A/B, D1–D5/DQ, T1, S/N/F1/F2, SL1/SL2 as named","Authorized actor for RespondChange; identity/tenant from fixture, with negative actor when specified",RespondChange,Set up named fixture; execute RespondChange under the condition in expected outcome; query affected records and compare committed events.,"Expired, wrong-driver or duplicate response cannot partially apply amendment; duplicate original acceptance replays same revision ID.",Written requirement; implementation test not executed,QA + P07,Not executed; attach run ID and observed assertions during implementation,Isolated test database/API or named device harness,,Behavior case written; event assertions not yet specified in this legacy case
QA-BC-13,BC-13,product/P07-FREELANCE-BROADCAST-ACCEPTANCE-AND-CHANGES.md,domain_integration,"FIXTURES.md; A/B, D1–D5/DQ, T1, S/N/F1/F2, SL1/SL2 as named","Authorized actor for CancelAgreement,InitiateTransfer; identity/tenant from fixture, with negative actor when specified","CancelAgreement,InitiateTransfer","Set up named fixture; execute CancelAgreement,InitiateTransfer under the condition in expected outcome; query affected records and compare committed events.",Unable-to-continue after pickup creates explicit remaining goods obligations and compensation; no simple unassign loses custody.,Written requirement; implementation test not executed,QA + P07,Not executed; attach run ID and observed assertions during implementation,Isolated test database/API or named device harness,,Behavior case written; event assertions not yet specified in this legacy case
QA-BC-14,BC-14,product/P07-FREELANCE-BROADCAST-ACCEPTANCE-AND-CHANGES.md,scope_review,"FIXTURES.md; A/B, D1–D5/DQ, T1, S/N/F1/F2, SL1/SL2 as named","Authorized actor for Deferred; identity/tenant from fixture, with negative actor when specified",Deferred,Set up named fixture; execute Deferred under the condition in expected outcome; query affected records and compare committed events.,Reputation ranking/on-route matching absent from current eligibility ordering; nearest-first rules remain deterministic.,Written requirement; implementation test not executed,QA + P07,Not executed; attach run ID and observed assertions during implementation,Isolated test database/API or named device harness,,Behavior case written; event assertions not yet specified in this legacy case
QA-BC-15,BC-15,product/P15-COMMERCIAL-LEDGER-AND-DEFERRED-SCOPE.md,domain_integration,"FIXTURES.md; A/B, D1–D5/DQ, T1, S/N/F1/F2, SL1/SL2 as named","Authorized actor for DecideDispute,RecordSettlement; identity/tenant from fixture, with negative actor when specified","DecideDispute,RecordSettlement","Set up named fixture; execute DecideDispute,RecordSettlement under the condition in expected outcome; query affected records and compare committed events.",Earned amount and paid reference are separate facts; authorized dispute adjustment appends an event and does not overwrite original amount.,Written requirement; implementation test not executed,QA + P15,Not executed; attach run ID and observed assertions during implementation,Isolated test database/API or named device harness,,Behavior case written; event assertions not yet specified in this legacy case
QA-IC-01,IC-01,product/P08-INTERCITY-TRANSPORT-AND-HANDOFFS.md,domain_integration,"FIXTURES.md; A/B, D1–D5/DQ, T1, S/N/F1/F2, SL1/SL2 as named","Authorized actor for GetTrips; identity/tenant from fixture, with negative actor when specified",GetTrips,Set up named fixture; execute GetTrips under the condition in expected outcome; query affected records and compare committed events.,National city drill-down retains selected trip and shows permitted origin/destination sites only.,Written requirement; implementation test not executed,QA + P08,Not executed; attach run ID and observed assertions during implementation,Isolated test database/API or named device harness,,Behavior case written; event assertions not yet specified in this legacy case
QA-IC-02,IC-02,product/P08-INTERCITY-TRANSPORT-AND-HANDOFFS.md,visual_interaction,"FIXTURES.md; A/B, D1–D5/DQ, T1, S/N/F1/F2, SL1/SL2 as named","Authorized actor for UI; identity/tenant from fixture, with negative actor when specified",UI,Set up named fixture; execute UI under the condition in expected outcome; query affected records and compare committed events.,Zoom/pan/pitch national map: marker geography stays fixed; stale sample is labelled stale and remaining time uses current ETA provenance.,Written requirement; implementation test not executed,QA + P08,Not executed; attach run ID and observed assertions during implementation,UI prototype,,Behavior case written; event assertions not yet specified in this legacy case
QA-IC-03,IC-03,product/P08-INTERCITY-TRANSPORT-AND-HANDOFFS.md,domain_integration,"FIXTURES.md; A/B, D1–D5/DQ, T1, S/N/F1/F2, SL1/SL2 as named","Authorized actor for SaveTrip,ScheduleTrip; identity/tenant from fixture, with negative actor when specified","SaveTrip,ScheduleTrip","Set up named fixture; execute SaveTrip,ScheduleTrip under the condition in expected outcome; query affected records and compare committed events.","Trip requires explicit origin/destination, driver/vehicle, window and receiver; schedule creates one committed driver range.",Written requirement; implementation test not executed,QA + P08,Not executed; attach run ID and observed assertions during implementation,Isolated test database/API or named device harness,,Behavior case written; event assertions not yet specified in this legacy case
QA-IC-04,IC-04,product/P08-INTERCITY-TRANSPORT-AND-HANDOFFS.md,domain_integration,"FIXTURES.md; A/B, D1–D5/DQ, T1, S/N/F1/F2, SL1/SL2 as named","Authorized actor for BookTrip; identity/tenant from fixture, with negative actor when specified",BookTrip,Set up named fixture; execute BookTrip under the condition in expected outcome; query affected records and compare committed events.,Book5 units against capacity 4: PHYSICAL_INCOMPATIBILITY; no partial booking. Booking while preparation unknown is allowed when expected capacity/time valid.,Written requirement; implementation test not executed,QA + P08,Not executed; attach run ID and observed assertions during implementation,Isolated test database/API or named device harness,,Behavior case written; event assertions not yet specified in this legacy case
QA-IC-05,IC-05,product/P08-INTERCITY-TRANSPORT-AND-HANDOFFS.md,domain_integration,"FIXTURES.md; A/B, D1–D5/DQ, T1, S/N/F1/F2, SL1/SL2 as named","Authorized actor for ReceiveTrip,StagePlan; identity/tenant from fixture, with negative actor when specified","ReceiveTrip,StagePlan","Set up named fixture; execute ReceiveTrip,StagePlan under the condition in expected outcome; query affected records and compare committed events.","Stage all routes at 07:00; at 09:00 receive 4 of 5 units: ready independent Rounds may release, missing line stays staged with a receipt blocker.",Written requirement; implementation test not executed,QA + P08,Not executed; attach run ID and observed assertions during implementation,Isolated test database/API or named device harness,,Behavior case written; event assertions not yet specified in this legacy case
QA-IC-06,IC-06,product/P09-MESSAGES-CALLS-AND-NOTIFICATIONS.md,domain_integration,"FIXTURES.md; A/B, D1–D5/DQ, T1, S/N/F1/F2, SL1/SL2 as named","Authorized actor for OpenConversation; identity/tenant from fixture, with negative actor when specified",OpenConversation,Set up named fixture; execute OpenConversation under the condition in expected outcome; query affected records and compare committed events.,Linehaul trip chat and local Round chat have distinct context IDs/participants; a draft in one cannot send into the other.,Written requirement; implementation test not executed,QA + P09,Not executed; attach run ID and observed assertions during implementation,Isolated test database/API or named device harness,,Behavior case written; event assertions not yet specified in this legacy case
QA-IC-07,IC-07,product/P08-INTERCITY-TRANSPORT-AND-HANDOFFS.md,domain_integration,"FIXTURES.md; A/B, D1–D5/DQ, T1, S/N/F1/F2, SL1/SL2 as named","Authorized actor for GetHistory; identity/tenant from fixture, with negative actor when specified",GetHistory,Set up named fixture; execute GetHistory under the condition in expected outcome; query affected records and compare committed events.,"Trip activity separates booked5, loaded5, received4 and one discrepancy with receiver actor and timestamps.",Written requirement; implementation test not executed,QA + P08,Not executed; attach run ID and observed assertions during implementation,Isolated test database/API or named device harness,,Behavior case written; event assertions not yet specified in this legacy case
